Removed Pin From Net: NetName=GND Pin=C4-2
Removed Pin From Net: NetName=3V3_RTC Pin=C5-1
Removed Pin From Net: NetName=GND Pin=C5-2
Removed Pin From Net: NetName=VOUT_BTY_CH Pin=C34-2
Removed Pin From Net: NetName=GND Pin=C35-1
Removed Pin From Net: NetName=GND Pin=C36-1
Removed Pin From Net: NetName=GND Pin=C38-2
Removed Pin From Net: NetName=GND Pin=C39-1
Removed Pin From Net: NetName=VOUTOK Pin=C39-2
Removed Pin From Net: NetName=GND Pin=C45-1
Removed Pin From Net: NetName=GND Pin=C61-1
Removed Pin From Net: NetName=GND Pin=C62-1
Removed Pin From Net: NetName=GND Pin=C63-1
Removed Pin From Net: NetName=GND Pin=C65-1
Removed Pin From Net: NetName=GND Pin=C66-1
Removed Pin From Net: NetName=GND Pin=C67-1
Removed Pin From Net: NetName=GND Pin=C68-2
Removed Pin From Net: NetName=GND Pin=C69-2
Removed Pin From Net: NetName=GND Pin=C70-1
Removed Pin From Net: NetName=VOUT_BTY_CH Pin=FB1-1
Removed Pin From Net: NetName=GND Pin=IC9-2
Removed Pin From Net: NetName=3V3_RTC Pin=IC9-5
Removed Pin From Net: NetName=GND Pin=R38-1
Removed Pin From Net: NetName=GND Pin=R39-1
Removed Pin From Net: NetName=3V3_RTC Pin=TP1-1
Removed Pin From Net: NetName=GND Pin=U8-13
Removed Pin From Net: NetName=GND Pin=U8-20
Removed Pin From Net: NetName=GND Pin=U8-21
Removed Pin From Net: NetName=GND Pin=U8-22
Removed Pin From Net: NetName=GND Pin=U8-23
Removed Pin From Net: NetName=GND Pin=U8-24
Removed Pin From Net: NetName=GND Pin=U8-25
Removed Pin From Net: NetName=GND Pin=U8-26
Removed Pin From Net: NetName=GND Pin=U8-27
Removed Pin From Net: NetName=GND Pin=U8-28
Removed Pin From Net: NetName=GND Pin=U8-29
Change Component Footprint: Designator=C34 Old Footprint=MURATA GRM21B 0805_2012 New Footprint=CAP 0402_1005
Change Component Comment : Designator=C34 Old Comment=1 µF New Comment=0.1 µF
Change component parameters: Designator = "C34" ("C34"); Footprint = "MURATA GRM21B 0805_2012"; UniqueID = "\KZRJYXRR\PSXXIRQK" ("\KZRJYXRR\PSXXIRQK")
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "CGA2B3X5R1H104M050BB"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "partid"; Value = "1792"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "price"; Value = "0.01"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "series"; Value = "CGA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.039" L x 0.020" W (1.00mm x 0.50mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "445-12214-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X5R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±20%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "value"; Value = "0.1 µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C41(CAP 0402_1005)
Add component (AddParameter): Name = "Applications"; Value = "Automotive"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1 µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1url"; Value = "https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2url"; Value = "https://www.digikey.com/en/products/detail/tdk-corporation/CGA2B3X5R1H104M050BB/3949450"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "lastupdated"; Value = "9/2/2024 20:04:38"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "manufacturer"; Value = "TDK Corporation"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "CGA2B3X5R1H104M050BB"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "partid"; Value = "1792"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "price"; Value = "0.01"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "series"; Value = "CGA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.039" L x 0.020" W (1.00mm x 0.50mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "445-12214-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X5R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±20%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "value"; Value = "0.1 µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=D7(WL-TMRC_5MM)
Add component (AddParameter): Name = "Availability"; Value = "Unavailable"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MF"; Value = "{'manufacturer': u'W\xfcrth Elektronik'}"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MP"; Value = "151051VS04000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "None"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "None"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=D8(WL-TMRC_5MM)
Add component (AddParameter): Name = "Availability"; Value = "Unavailable"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MF"; Value = "{'manufacturer': u'W\xfcrth Elektronik'}"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MP"; Value = "151051VS04000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "None"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "None"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=R6(RES 0402_1005)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.vishay.com/docs/28773/crcwce3.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/vishay-dale/CRCW040275R0FKEDC/7928421"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Composition"; Value = "Thick Film"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.014" (0.35mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "11/3/2023 7:28:02 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Vishay Dale"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Terminations"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 155°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "CutTape"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "CRCW040275R0FKEDC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "16117"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power (Watts)"; Value = "0.063W, 1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.01"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "75 Ohms"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "CRCW-C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.039" L x 0.020" W (1.00mm x 0.50mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "541-3999-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "75 Ohms"; VariantName = "[No Variations]"
Added Component: Designator=R9(RES 0402_1005)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.vishay.com/docs/28773/crcwce3.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/vishay-dale/CRCW040275R0FKEDC/7928421"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Composition"; Value = "Thick Film"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.014" (0.35mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "11/3/2023 7:28:02 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Vishay Dale"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Terminations"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 155°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "CutTape"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "CRCW040275R0FKEDC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "16117"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power (Watts)"; Value = "0.063W, 1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.01"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "75 Ohms"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "CRCW-C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.039" L x 0.020" W (1.00mm x 0.50mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "541-3999-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "75 Ohms"; VariantName = "[No Variations]"
Added Pin To Net: NetName=VOUT_BTY_CH Pin=C6-1
Added Pin To Net: NetName=VOUT_BTY_CH Pin=C8-1
Added Pin To Net: NetName=VOUTOK Pin=C34-2
Added Pin To Net: NetName=GND Pin=C40-1
Added Pin To Net: NetName=RED_LED Pin=C40-2
Added Pin To Net: NetName=GND Pin=C41-1
Added Pin To Net: NetName=GREEN_LED Pin=C41-2
Added Pin To Net: NetName=NetD7_1 Pin=D7-1
Added Pin To Net: NetName=GND Pin=D7-2
Added Pin To Net: NetName=NetD8_1 Pin=D8-1
Added Pin To Net: NetName=GND Pin=D8-2
Added Pin To Net: NetName=VOUT_BTY_CH Pin=IC3-3
Added Pin To Net: NetName=VIN_BTY_CH Pin=R2-2
Added Pin To Net: NetName=RED_LED Pin=R6-1
Added Pin To Net: NetName=NetD7_1 Pin=R6-2
Added Pin To Net: NetName=GREEN_LED Pin=R9-1
Added Pin To Net: NetName=NetD8_1 Pin=R9-2
Added Pin To Net: NetName=VOUT_BTY_CH Pin=U1-3
Change Net Name : Old Net Name=3V3_RTC New Net Name=RTC_3V3
Change Net Name : Old Net Name=VOUTOK New Net Name=VOUT_OK
Added Member To Class: ClassName=Fuente Buck 9/30V - 6V Member=Component C34 0.1 µF
Added Member To Class: ClassName=Microcontrolador Member=Component C40 0.1 µF
Added Member To Class: ClassName=Microcontrolador Member=Component C41 0.1 µF
Added Member To Class: ClassName=Microcontrolador Member=Component D7 WL-TMRC_5MM
Added Member To Class: ClassName=Microcontrolador Member=Component D8 WL-TMRC_5MM
Added Member To Class: ClassName=Fuente Buck 9/30V - 6V Member=Component R2 56 kOhms
Added Member To Class: ClassName=Microcontrolador Member=Component R6 75 Ohms
Added Member To Class: ClassName=Microcontrolador Member=Component R9 75 Ohms
Added Member To Class: ClassName=Fuente Buck 9/30V - 6V Member=Component R11 82 kOhms
